Player,Pos,Salary,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER
Joe Ingles,SF,14000000.00 ,33.00 ,UTA,67.00 ,30.00 ,27.90 ,4.10 ,8.40 ,0.49 ,2.70 ,6.10 ,0.45 ,1.40 ,2.30 ,0.59 ,0.65 ,1.10 ,1.30 ,0.84 ,0.40 ,3.20 ,3.60 ,4.70 ,0.70 ,0.20 ,1.70 ,1.80 ,12.10 ,15.00 
Brandon Ingram,SF,29467800.00 ,23.00 ,NOP,61.00 ,61.00 ,34.30 ,8.40 ,18.00 ,0.47 ,2.30 ,6.10 ,0.38 ,6.10 ,11.90 ,0.51 ,0.53 ,4.60 ,5.20 ,0.88 ,0.60 ,4.30 ,4.90 ,4.90 ,0.70 ,0.60 ,2.50 ,2.00 ,23.80 ,22.70 
Kyrie Irving,PG,34916200.00 ,28.00 ,BRK,54.00 ,54.00 ,34.90 ,10.20 ,20.10 ,0.51 ,2.80 ,7.00 ,0.40 ,7.40 ,13.10 ,0.56 ,0.58 ,3.70 ,4.00 ,0.92 ,1.00 ,3.80 ,4.80 ,6.00 ,1.40 ,0.70 ,2.40 ,2.60 ,26.90 ,27.00 
Wes Iwundu,SF,#N/A,26.00 ,TOT,41.00 ,4.00 ,13.10 ,0.80 ,2.50 ,0.33 ,0.10 ,1.00 ,0.12 ,0.70 ,1.50 ,0.48 ,0.36 ,0.60 ,0.80 ,0.84 ,0.40 ,1.80 ,2.20 ,0.40 ,0.40 ,0.10 ,0.50 ,1.20 ,2.40 ,2.40 
Wes Iwundu,SF,#N/A,26.00 ,DAL,23.00 ,3.00 ,12.50 ,0.70 ,2.30 ,0.33 ,0.10 ,1.00 ,0.13 ,0.60 ,1.30 ,0.48 ,0.36 ,0.50 ,0.60 ,0.86 ,0.30 ,1.70 ,1.90 ,0.40 ,0.40 ,0.10 ,0.30 ,1.10 ,2.10 ,2.10 
Wes Iwundu,SF,#N/A,26.00 ,NOP,18.00 ,1.00 ,13.90 ,0.90 ,2.80 ,0.34 ,0.10 ,1.00 ,0.11 ,0.80 ,1.80 ,0.47 ,0.36 ,0.80 ,0.90 ,0.82 ,0.50 ,2.10 ,2.60 ,0.40 ,0.30 ,0.10 ,0.70 ,1.30 ,2.80 ,2.90 
Frank Jackson,PG,3000000.00 ,22.00 ,DET,40.00 ,6.00 ,18.50 ,3.40 ,7.30 ,0.46 ,1.50 ,3.80 ,0.41 ,1.80 ,3.60 ,0.51 ,0.56 ,1.50 ,1.90 ,0.81 ,0.40 ,1.80 ,2.20 ,0.90 ,0.40 ,0.00 ,0.90 ,1.30 ,9.80 ,7.70 
Jaren Jackson Jr.,C,9180560.00 ,21.00 ,MEM,11.00 ,4.00 ,23.50 ,4.80 ,11.40 ,0.42 ,1.50 ,5.50 ,0.28 ,3.30 ,5.90 ,0.55 ,0.49 ,3.20 ,3.80 ,0.83 ,1.50 ,4.10 ,5.60 ,1.10 ,1.10 ,1.60 ,1.40 ,3.80 ,14.40 ,12.80 
Josh Jackson,SG,5005350.00 ,23.00 ,DET,62.00 ,25.00 ,25.20 ,4.80 ,11.40 ,0.42 ,1.20 ,4.10 ,0.30 ,3.50 ,7.30 ,0.49 ,0.47 ,2.60 ,3.50 ,0.73 ,0.90 ,3.20 ,4.10 ,2.30 ,0.90 ,0.80 ,2.30 ,2.90 ,13.40 ,11.10 
Justin Jackson,SF,#N/A,25.00 ,TOT,34.00 ,3.00 ,17.00 ,2.60 ,6.50 ,0.40 ,1.10 ,3.40 ,0.31 ,1.60 ,3.10 ,0.51 ,0.48 ,0.90 ,1.10 ,0.84 ,0.50 ,1.80 ,2.30 ,1.50 ,0.40 ,0.10 ,0.90 ,0.90 ,7.20 ,6.50 
Justin Jackson,SF,#N/A,25.00 ,OKC,33.00 ,3.00 ,16.50 ,2.60 ,6.40 ,0.41 ,1.00 ,3.40 ,0.31 ,1.60 ,3.10 ,0.52 ,0.49 ,0.90 ,1.10 ,0.86 ,0.40 ,1.70 ,2.20 ,1.50 ,0.50 ,0.10 ,0.90 ,0.90 ,7.20 ,6.60 
Justin Jackson,SF,#N/A,25.00 ,MIL,1.00 ,0.00 ,33.00 ,3.00 ,9.00 ,0.33 ,2.00 ,6.00 ,0.33 ,1.00 ,3.00 ,0.33 ,0.44 ,1.00 ,2.00 ,0.50 ,2.00 ,4.00 ,6.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,9.00 ,8.00 
Reggie Jackson,SG,10384500.00 ,30.00 ,LAC,67.00 ,43.00 ,23.00 ,3.90 ,8.70 ,0.45 ,1.80 ,4.20 ,0.43 ,2.10 ,4.50 ,0.47 ,0.55 ,1.00 ,1.20 ,0.82 ,0.40 ,2.50 ,2.90 ,3.10 ,0.60 ,0.10 ,1.10 ,1.90 ,10.70 ,10.50 
Justin James,SF,#N/A,24.00 ,SAC,36.00 ,0.00 ,8.60 ,1.40 ,3.10 ,0.47 ,0.40 ,1.10 ,0.37 ,1.10 ,2.00 ,0.52 ,0.53 ,0.60 ,1.00 ,0.58 ,0.30 ,0.60 ,0.80 ,0.60 ,0.20 ,0.10 ,0.40 ,0.60 ,3.90 ,2.90 
LeBron James,PG,41180544.00 ,36.00 ,LAL,45.00 ,45.00 ,33.40 ,9.40 ,18.30 ,0.51 ,2.30 ,6.30 ,0.37 ,7.10 ,12.00 ,0.59 ,0.58 ,4.00 ,5.70 ,0.70 ,0.60 ,7.00 ,7.70 ,7.80 ,1.10 ,0.60 ,3.70 ,1.60 ,25.00 ,30.00 
Mike James,PG,#N/A,30.00 ,BRK,13.00 ,1.00 ,18.20 ,2.60 ,7.10 ,0.37 ,0.80 ,2.40 ,0.36 ,1.80 ,4.70 ,0.38 ,0.43 ,1.60 ,2.10 ,0.78 ,0.20 ,2.20 ,2.50 ,4.20 ,0.50 ,0.10 ,1.50 ,0.80 ,7.70 ,9.20 
DaQuan Jeffries,SG,#N/A,23.00 ,TOT,31.00 ,5.00 ,15.90 ,1.60 ,3.90 ,0.42 ,0.60 ,2.20 ,0.30 ,1.00 ,1.70 ,0.57 ,0.50 ,0.20 ,0.30 ,0.88 ,0.60 ,1.70 ,2.30 ,0.70 ,0.50 ,0.30 ,0.50 ,1.50 ,4.10 ,4.00 
DaQuan Jeffries,SG,#N/A,23.00 ,SAC,18.00 ,2.00 ,12.90 ,1.30 ,3.20 ,0.42 ,0.50 ,1.60 ,0.32 ,0.80 ,1.60 ,0.52 ,0.50 ,0.30 ,0.40 ,0.86 ,0.50 ,1.10 ,1.60 ,0.30 ,0.40 ,0.20 ,0.40 ,1.30 ,3.50 ,2.70 
DaQuan Jeffries,SG,#N/A,23.00 ,HOU,13.00 ,3.00 ,20.10 ,2.00 ,4.80 ,0.41 ,0.80 ,3.00 ,0.28 ,1.20 ,1.80 ,0.63 ,0.50 ,0.10 ,0.10 ,1.00 ,0.80 ,2.50 ,3.20 ,1.20 ,0.60 ,0.50 ,0.50 ,1.90 ,4.90 ,5.70 
Ty Jerome,SG,2412840.00 ,23.00 ,OKC,33.00 ,1.00 ,23.90 ,3.90 ,8.70 ,0.45 ,2.20 ,5.10 ,0.42 ,1.70 ,3.60 ,0.48 ,0.57 ,0.80 ,1.00 ,0.77 ,0.30 ,2.50 ,2.80 ,3.60 ,0.60 ,0.20 ,1.40 ,1.80 ,10.70 ,11.10 
Isaiah Joe,SG,1517981.00 ,21.00 ,PHI,41.00 ,1.00 ,9.30 ,1.20 ,3.20 ,0.36 ,1.00 ,2.60 ,0.37 ,0.20 ,0.70 ,0.33 ,0.51 ,0.40 ,0.60 ,0.75 ,0.10 ,0.70 ,0.90 ,0.50 ,0.30 ,0.10 ,0.30 ,0.80 ,3.70 ,2.50 
Alize Johnson,PF,705598.00 ,24.00 ,BRK,18.00 ,0.00 ,10.50 ,2.20 ,3.80 ,0.59 ,0.10 ,0.30 ,0.17 ,2.20 ,3.40 ,0.63 ,0.60 ,0.70 ,0.70 ,1.00 ,1.50 ,3.50 ,5.00 ,0.80 ,0.30 ,0.30 ,0.50 ,0.90 ,5.20 ,9.10 
Cameron Johnson,PF,4437000.00 ,24.00 ,PHO,60.00 ,11.00 ,24.00 ,3.40 ,8.10 ,0.42 ,2.00 ,5.60 ,0.35 ,1.40 ,2.50 ,0.58 ,0.54 ,0.80 ,1.00 ,0.85 ,0.60 ,2.80 ,3.30 ,1.40 ,0.60 ,0.30 ,0.70 ,1.40 ,9.60 ,8.90 
James Johnson,PF,2641691.00 ,33.00 ,TOT,51.00 ,12.00 ,20.50 ,2.90 ,6.40 ,0.45 ,0.60 ,2.40 ,0.26 ,2.30 ,4.10 ,0.56 ,0.49 ,0.90 ,1.50 ,0.59 ,0.60 ,2.80 ,3.50 ,1.90 ,0.80 ,0.80 ,1.10 ,2.40 ,7.20 ,7.70 
James Johnson,PF,2641691.00 ,33.00 ,DAL,29.00 ,1.00 ,17.40 ,2.30 ,5.00 ,0.46 ,0.50 ,2.10 ,0.25 ,1.80 ,2.90 ,0.61 ,0.51 ,0.60 ,1.00 ,0.59 ,0.50 ,2.50 ,3.00 ,1.70 ,0.80 ,0.80 ,0.90 ,2.00 ,5.70 ,6.90 
James Johnson,PF,2641691.00 ,33.00 ,NOP,22.00 ,11.00 ,24.50 ,3.60 ,8.30 ,0.43 ,0.70 ,2.70 ,0.27 ,2.90 ,5.50 ,0.52 ,0.48 ,1.30 ,2.10 ,0.60 ,0.80 ,3.30 ,4.10 ,2.20 ,0.80 ,0.90 ,1.30 ,2.80 ,9.20 ,8.90 
Keldon Johnson,SF,2145720.00 ,21.00 ,SAS,69.00 ,67.00 ,28.50 ,4.90 ,10.20 ,0.48 ,0.90 ,2.60 ,0.33 ,4.00 ,7.60 ,0.53 ,0.52 ,2.10 ,2.80 ,0.74 ,1.30 ,4.60 ,6.00 ,1.80 ,0.60 ,0.30 ,1.10 ,2.10 ,12.80 ,13.40 
Stanley Johnson,PF,888616.00 ,24.00 ,TOR,61.00 ,13.00 ,16.50 ,1.50 ,3.80 ,0.38 ,0.70 ,2.20 ,0.33 ,0.70 ,1.60 ,0.46 ,0.48 ,0.70 ,0.90 ,0.80 ,0.50 ,2.00 ,2.50 ,1.50 ,0.90 ,0.30 ,0.90 ,1.90 ,4.40 ,5.20 
Tyler Johnson,SG,#N/A,28.00 ,BRK,39.00 ,3.00 ,17.50 ,1.80 ,4.70 ,0.39 ,1.20 ,3.40 ,0.36 ,0.60 ,1.30 ,0.47 ,0.53 ,0.50 ,0.50 ,0.86 ,0.20 ,1.80 ,2.00 ,1.20 ,0.40 ,0.00 ,0.40 ,1.10 ,5.40 ,5.00 
Nikola Jokić,C,30510423.00 ,25.00 ,DEN,72.00 ,72.00 ,34.60 ,10.20 ,18.00 ,0.57 ,1.30 ,3.30 ,0.39 ,8.90 ,14.70 ,0.61 ,0.60 ,4.80 ,5.50 ,0.87 ,2.80 ,8.00 ,10.80 ,8.30 ,1.30 ,0.70 ,3.10 ,2.70 ,26.40 ,36.30 
Damian Jones,C,1977011.00 ,25.00 ,TOT,39.00 ,10.00 ,14.00 ,1.80 ,2.60 ,0.68 ,0.00 ,0.10 ,0.20 ,1.80 ,2.50 ,0.70 ,0.68 ,1.10 ,1.50 ,0.72 ,0.90 ,2.20 ,3.10 ,0.70 ,0.30 ,0.70 ,0.70 ,2.00 ,4.70 ,6.30 
Damian Jones,C,1977011.00 ,25.00 ,PHO,14.00 ,0.00 ,6.70 ,0.60 ,1.10 ,0.50 ,0.00 ,0.10 ,0.00 ,0.60 ,1.10 ,0.53 ,0.50 ,0.40 ,0.80 ,0.55 ,0.50 ,0.80 ,1.30 ,0.30 ,0.10 ,0.40 ,0.40 ,1.40 ,1.60 ,1.40 
Damian Jones,C,1977011.00 ,25.00 ,LAL,8.00 ,6.00 ,14.00 ,2.00 ,2.10 ,0.94 ,0.00 ,0.00 ,,2.00 ,2.10 ,0.94 ,0.94 ,1.40 ,1.50 ,0.92 ,1.00 ,2.30 ,3.30 ,0.10 ,0.10 ,0.90 ,0.60 ,2.80 ,5.40 ,6.80 
Damian Jones,C,1977011.00 ,25.00 ,SAC,17.00 ,4.00 ,20.10 ,2.70 ,4.10 ,0.66 ,0.10 ,0.20 ,0.25 ,2.60 ,3.90 ,0.68 ,0.66 ,1.50 ,2.10 ,0.71 ,1.20 ,3.30 ,4.50 ,1.40 ,0.50 ,1.00 ,0.90 ,2.10 ,6.90 ,10.20 
Derrick Jones Jr.,SF,9720900.00 ,23.00 ,POR,58.00 ,43.00 ,22.70 ,2.50 ,5.20 ,0.48 ,0.70 ,2.30 ,0.32 ,1.80 ,2.90 ,0.62 ,0.55 ,1.00 ,1.60 ,0.65 ,1.30 ,2.20 ,3.50 ,0.80 ,0.60 ,0.90 ,0.60 ,2.20 ,6.80 ,7.10 
Mason Jones,SG,#N/A,22.00 ,TOT,32.00 ,1.00 ,10.40 ,1.60 ,3.80 ,0.42 ,0.80 ,2.10 ,0.36 ,0.90 ,1.80 ,0.49 ,0.52 ,1.30 ,2.00 ,0.63 ,0.20 ,1.50 ,1.70 ,1.30 ,0.20 ,0.00 ,0.90 ,0.80 ,5.30 ,4.80 
Mason Jones,SG,#N/A,22.00 ,HOU,26.00 ,1.00 ,11.80 ,1.80 ,4.40 ,0.41 ,0.90 ,2.50 ,0.36 ,0.90 ,1.90 ,0.48 ,0.51 ,1.30 ,2.20 ,0.61 ,0.20 ,1.80 ,2.00 ,1.50 ,0.20 ,0.00 ,1.10 ,0.80 ,5.80 ,5.20 
Mason Jones,SG,#N/A,22.00 ,PHI,6.00 ,0.00 ,4.50 ,0.80 ,1.50 ,0.56 ,0.20 ,0.30 ,0.50 ,0.70 ,1.20 ,0.57 ,0.61 ,0.80 ,1.20 ,0.71 ,0.50 ,0.20 ,0.70 ,0.50 ,0.20 ,0.00 ,0.20 ,0.30 ,2.70 ,2.70 
Tre Jones,PG,1517981.00 ,21.00 ,SAS,37.00 ,1.00 ,7.30 ,1.00 ,2.10 ,0.47 ,0.10 ,0.10 ,0.60 ,0.90 ,2.00 ,0.47 ,0.49 ,0.50 ,0.50 ,0.90 ,0.20 ,0.40 ,0.60 ,1.10 ,0.20 ,0.00 ,0.40 ,0.40 ,2.50 ,2.90 
Tyus Jones,PG,7522200.00 ,24.00 ,MEM,70.00 ,9.00 ,17.50 ,2.50 ,5.90 ,0.43 ,0.60 ,2.00 ,0.32 ,1.90 ,3.90 ,0.49 ,0.49 ,0.60 ,0.60 ,0.91 ,0.30 ,1.70 ,2.00 ,3.70 ,0.90 ,0.10 ,0.70 ,0.40 ,6.30 ,9.20 
DeAndre Jordan,C,11109327.00 ,32.00 ,BRK,57.00 ,43.00 ,21.90 ,3.30 ,4.40 ,0.76 ,0.00 ,0.00 ,0.00 ,3.30 ,4.40 ,0.77 ,0.76 ,0.80 ,1.60 ,0.50 ,2.10 ,5.40 ,7.50 ,1.60 ,0.30 ,1.10 ,1.50 ,2.00 ,7.50 ,14.10 
Cory Joseph,PG,4910000.00 ,29.00 ,TOT,63.00 ,13.00 ,23.00 ,3.20 ,6.80 ,0.47 ,0.70 ,2.10 ,0.34 ,2.50 ,4.70 ,0.53 ,0.52 ,1.10 ,1.40 ,0.82 ,0.60 ,2.00 ,2.50 ,3.40 ,1.00 ,0.30 ,1.30 ,2.20 ,8.20 ,9.30 
Cory Joseph,PG,4910000.00 ,29.00 ,SAC,44.00 ,2.00 ,21.50 ,2.50 ,5.70 ,0.44 ,0.70 ,2.10 ,0.33 ,1.80 ,3.50 ,0.51 ,0.51 ,0.80 ,1.10 ,0.77 ,0.60 ,1.70 ,2.30 ,2.50 ,0.90 ,0.20 ,1.00 ,2.20 ,6.60 ,6.80 
Cory Joseph,PG,4910000.00 ,29.00 ,DET,19.00 ,11.00 ,26.40 ,4.70 ,9.30 ,0.51 ,0.70 ,2.00 ,0.37 ,3.90 ,7.30 ,0.54 ,0.55 ,1.90 ,2.20 ,0.88 ,0.50 ,2.60 ,3.20 ,5.50 ,1.20 ,0.50 ,1.80 ,2.20 ,12.00 ,15.30 
Mfiondu Kabengele,PF,#N/A,23.00 ,TOT,39.00 ,0.00 ,7.20 ,0.80 ,2.30 ,0.37 ,0.30 ,1.30 ,0.26 ,0.50 ,1.00 ,0.51 ,0.44 ,0.40 ,0.50 ,0.80 ,0.30 ,1.20 ,1.50 ,0.40 ,0.20 ,0.30 ,0.40 ,0.90 ,2.40 ,2.30 
Mfiondu Kabengele,PF,#N/A,23.00 ,LAC,23.00 ,0.00 ,4.10 ,0.40 ,1.40 ,0.28 ,0.20 ,0.80 ,0.22 ,0.20 ,0.60 ,0.36 ,0.34 ,0.20 ,0.30 ,0.83 ,0.00 ,0.60 ,0.60 ,0.20 ,0.10 ,0.10 ,0.30 ,0.80 ,1.20 ,0.30 
Mfiondu Kabengele,PF,#N/A,23.00 ,CLE,16.00 ,0.00 ,11.60 ,1.50 ,3.60 ,0.42 ,0.60 ,2.00 ,0.28 ,0.90 ,1.60 ,0.60 ,0.50 ,0.70 ,0.90 ,0.79 ,0.70 ,2.20 ,2.90 ,0.80 ,0.40 ,0.60 ,0.60 ,1.10 ,4.30 ,5.60 
Frank Kaminsky,C,2089448.00 ,27.00 ,PHO,47.00 ,13.00 ,15.20 ,2.60 ,5.50 ,0.47 ,0.70 ,1.80 ,0.37 ,1.90 ,3.70 ,0.52 ,0.53 ,0.80 ,1.30 ,0.62 ,0.80 ,3.20 ,4.00 ,1.70 ,0.30 ,0.40 ,0.50 ,1.50 ,6.60 ,8.10 
Luke Kennard,SG,12727273.00 ,24.00 ,LAC,63.00 ,17.00 ,19.60 ,3.10 ,6.60 ,0.48 ,1.60 ,3.60 ,0.45 ,1.50 ,3.00 ,0.51 ,0.60 ,0.40 ,0.50 ,0.84 ,0.20 ,2.30 ,2.60 ,1.70 ,0.40 ,0.10 ,0.80 ,1.40 ,8.30 ,8.10 
Louis King,SF,#N/A,21.00 ,SAC,6.00 ,1.00 ,14.20 ,2.80 ,5.70 ,0.50 ,0.70 ,1.80 ,0.36 ,2.20 ,3.80 ,0.57 ,0.56 ,1.00 ,1.00 ,1.00 ,0.80 ,2.20 ,3.00 ,1.50 ,1.20 ,0.50 ,0.70 ,1.50 ,7.30 ,9.10 
Maxi Kleber,PF,8750000.00 ,29.00 ,DAL,50.00 ,40.00 ,26.80 ,2.30 ,5.50 ,0.42 ,1.70 ,4.20 ,0.41 ,0.60 ,1.30 ,0.46 ,0.58 ,0.70 ,0.70 ,0.92 ,0.90 ,4.30 ,5.20 ,1.40 ,0.50 ,0.70 ,0.60 ,2.10 ,7.10 ,9.60 
Nathan Knight,PF,#N/A,23.00 ,ATL,33.00 ,0.00 ,8.50 ,1.10 ,3.00 ,0.37 ,0.20 ,1.00 ,0.18 ,0.90 ,2.00 ,0.46 ,0.40 ,1.30 ,1.70 ,0.80 ,0.80 ,1.40 ,2.20 ,0.20 ,0.30 ,0.30 ,0.50 ,0.70 ,3.80 ,3.80 
Kevin Knox,SF,5845978.00 ,21.00 ,NYK,42.00 ,0.00 ,11.00 ,1.30 ,3.40 ,0.39 ,0.80 ,2.10 ,0.39 ,0.50 ,1.30 ,0.39 ,0.51 ,0.40 ,0.50 ,0.80 ,0.20 ,1.20 ,1.50 ,0.50 ,0.30 ,0.10 ,0.40 ,0.90 ,3.90 ,3.20 
John Konchar,SG,2197674.00 ,24.00 ,MEM,43.00 ,0.00 ,13.40 ,1.60 ,3.20 ,0.50 ,0.50 ,1.30 ,0.38 ,1.10 ,1.90 ,0.59 ,0.58 ,0.60 ,0.70 ,0.83 ,0.80 ,2.20 ,3.00 ,1.10 ,0.70 ,0.20 ,0.40 ,0.90 ,4.30 ,6.70 
Furkan Korkmaz,SG,4629630.00 ,23.00 ,PHI,55.00 ,11.00 ,19.30 ,3.10 ,7.70 ,0.40 ,1.80 ,4.90 ,0.38 ,1.30 ,2.80 ,0.45 ,0.52 ,1.10 ,1.50 ,0.73 ,0.30 ,1.70 ,2.10 ,1.50 ,0.90 ,0.20 ,0.80 ,1.20 ,9.10 ,7.60 
Luke Kornet,C-PF,606702.00 ,25.00 ,TOT,31.00 ,2.00 ,11.20 ,1.40 ,3.30 ,0.44 ,0.50 ,1.90 ,0.25 ,0.90 ,1.40 ,0.69 ,0.51 ,0.10 ,0.20 ,0.50 ,0.50 ,1.70 ,2.20 ,0.80 ,0.10 ,1.00 ,0.20 ,0.60 ,3.40 ,4.90 
Luke Kornet,PF,606702.00 ,25.00 ,CHI,13.00 ,0.00 ,7.20 ,0.70 ,2.10 ,0.33 ,0.50 ,1.80 ,0.26 ,0.20 ,0.30 ,0.75 ,0.44 ,0.20 ,0.30 ,0.50 ,0.10 ,1.10 ,1.20 ,0.30 ,0.20 ,0.50 ,0.10 ,0.10 ,2.00 ,2.60 
Luke Kornet,C,606702.00 ,25.00 ,BOS,18.00 ,2.00 ,14.10 ,1.90 ,4.10 ,0.47 ,0.50 ,2.00 ,0.25 ,1.40 ,2.10 ,0.68 ,0.53 ,0.10 ,0.10 ,0.50 ,0.70 ,2.20 ,2.90 ,1.10 ,0.10 ,1.40 ,0.30 ,1.10 ,4.40 ,6.60 
Rodions Kurucs,SF-PF,#N/A,22.00 ,TOT,21.00 ,0.00 ,6.00 ,0.50 ,1.50 ,0.34 ,0.30 ,1.00 ,0.29 ,0.20 ,0.50 ,0.46 ,0.44 ,0.10 ,0.20 ,0.75 ,0.20 ,0.90 ,1.10 ,0.50 ,0.40 ,0.20 ,0.60 ,0.80 ,1.50 ,1.80 
Rodions Kurucs,PF,#N/A,22.00 ,BRK,5.00 ,0.00 ,3.20 ,0.20 ,0.60 ,0.33 ,0.20 ,0.40 ,0.50 ,0.00 ,0.20 ,0.00 ,0.50 ,0.00 ,0.00 ,,0.00 ,0.60 ,0.60 ,0.40 ,0.00 ,0.00 ,0.00 ,0.20 ,0.60 ,1.00 
Rodions Kurucs,SF,#N/A,22.00 ,HOU,11.00 ,0.00 ,6.80 ,0.50 ,1.90 ,0.24 ,0.20 ,1.40 ,0.13 ,0.30 ,0.50 ,0.50 ,0.29 ,0.10 ,0.20 ,0.50 ,0.20 ,0.80 ,1.00 ,0.40 ,0.50 ,0.40 ,0.80 ,0.60 ,1.20 ,1.40 
Rodions Kurucs,SF,#N/A,22.00 ,MIL,5.00 ,0.00 ,6.80 ,1.00 ,1.60 ,0.63 ,0.60 ,0.80 ,0.75 ,0.40 ,0.80 ,0.50 ,0.81 ,0.40 ,0.40 ,1.00 ,0.60 ,1.20 ,1.80 ,0.80 ,0.60 ,0.00 ,0.80 ,1.60 ,3.00 ,4.00 
Kyle Kuzma,SF,13000000.00 ,25.00 ,LAL,68.00 ,32.00 ,28.70 ,4.90 ,11.10 ,0.44 ,2.00 ,5.60 ,0.36 ,2.90 ,5.50 ,0.53 ,0.53 ,1.00 ,1.40 ,0.69 ,1.60 ,4.50 ,6.10 ,1.90 ,0.50 ,0.60 ,1.70 ,1.80 ,12.90 ,13.60 
Anthony Lamb,SF,0.00 ,23.00 ,HOU,24.00 ,3.00 ,17.30 ,1.90 ,4.90 ,0.39 ,1.00 ,3.00 ,0.32 ,1.00 ,2.00 ,0.49 ,0.49 ,0.80 ,0.90 ,0.86 ,1.10 ,1.80 ,2.90 ,1.00 ,0.30 ,0.20 ,0.80 ,1.40 ,5.50 ,5.40 
Jeremy Lamb,SG,10500000.00 ,28.00 ,IND,36.00 ,8.00 ,21.30 ,3.30 ,7.70 ,0.44 ,1.40 ,3.60 ,0.41 ,1.90 ,4.10 ,0.46 ,0.53 ,2.00 ,2.10 ,0.95 ,0.70 ,2.90 ,3.60 ,1.50 ,0.90 ,0.60 ,0.60 ,2.00 ,10.10 ,10.20 
Romeo Langford,SG,3804360.00 ,21.00 ,BOS,18.00 ,4.00 ,15.70 ,1.20 ,3.30 ,0.36 ,0.30 ,1.00 ,0.28 ,0.90 ,2.30 ,0.39 ,0.40 ,0.50 ,0.70 ,0.75 ,0.70 ,1.30 ,1.90 ,0.70 ,0.30 ,0.30 ,0.60 ,1.30 ,3.10 ,2.70 
Zach LaVine,SG,19500000.00 ,25.00 ,CHI,58.00 ,58.00 ,35.10 ,9.80 ,19.40 ,0.51 ,3.40 ,8.20 ,0.42 ,6.40 ,11.10 ,0.57 ,0.60 ,4.40 ,5.10 ,0.85 ,0.60 ,4.40 ,5.00 ,4.90 ,0.80 ,0.50 ,3.50 ,2.40 ,27.40 ,25.90 
Jake Layman,SF,3940184.00 ,26.00 ,MIN,45.00 ,11.00 ,13.90 ,2.00 ,4.10 ,0.50 ,0.50 ,1.70 ,0.30 ,1.50 ,2.40 ,0.64 ,0.56 ,0.60 ,0.80 ,0.70 ,0.30 ,1.20 ,1.50 ,0.60 ,0.60 ,0.40 ,0.60 ,1.00 ,5.10 ,4.90 
T.J. Leaf,PF,#N/A,23.00 ,POR,7.00 ,0.00 ,5.00 ,0.70 ,1.40 ,0.50 ,0.00 ,0.00 ,,0.70 ,1.40 ,0.50 ,0.50 ,0.30 ,0.30 ,1.00 ,0.00 ,0.70 ,0.70 ,0.10 ,0.30 ,0.10 ,0.30 ,0.10 ,1.70 ,2.10 
Jalen Lecque,PG,#N/A,20.00 ,IND,4.00 ,0.00 ,3.00 ,0.30 ,2.30 ,0.11 ,0.00 ,0.30 ,0.00 ,0.30 ,2.00 ,0.13 ,0.11 ,0.80 ,0.80 ,1.00 ,0.50 ,0.80 ,1.30 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,1.30 ,1.10 
Damion Lee,SG,1910860.00 ,28.00 ,GSW,57.00 ,1.00 ,18.90 ,2.20 ,4.80 ,0.47 ,1.40 ,3.40 ,0.40 ,0.90 ,1.40 ,0.64 ,0.61 ,0.70 ,0.80 ,0.91 ,0.40 ,2.80 ,3.20 ,1.30 ,0.70 ,0.10 ,0.50 ,1.60 ,6.50 ,7.50 
Saben Lee,PG,1489065.00 ,21.00 ,DET,48.00 ,7.00 ,16.30 ,2.10 ,4.40 ,0.47 ,0.20 ,0.50 ,0.35 ,1.90 ,3.90 ,0.49 ,0.49 ,1.30 ,1.90 ,0.69 ,0.40 ,1.60 ,2.00 ,3.60 ,0.70 ,0.30 ,1.10 ,1.60 ,5.60 ,7.70 
Alex Len,C,3731707.00 ,27.00 ,TOT,64.00 ,42.00 ,15.30 ,2.70 ,4.30 ,0.62 ,0.10 ,0.40 ,0.32 ,2.50 ,4.00 ,0.64 ,0.63 ,1.10 ,1.80 ,0.63 ,1.20 ,2.80 ,4.10 ,0.80 ,0.30 ,1.00 ,0.90 ,2.00 ,6.60 ,8.50 
Alex Len,C,3731707.00 ,27.00 ,TOR,7.00 ,2.00 ,10.90 ,0.70 ,1.40 ,0.50 ,0.40 ,0.90 ,0.50 ,0.30 ,0.60 ,0.50 ,0.65 ,0.40 ,0.90 ,0.50 ,0.00 ,1.60 ,1.60 ,0.40 ,0.10 ,0.90 ,1.10 ,1.40 ,2.30 ,2.70 
Alex Len,C,3731707.00 ,27.00 ,WAS,57.00 ,40.00 ,15.80 ,2.90 ,4.70 ,0.62 ,0.10 ,0.30 ,0.26 ,2.80 ,4.40 ,0.65 ,0.63 ,1.20 ,1.90 ,0.64 ,1.40 ,3.00 ,4.40 ,0.80 ,0.30 ,1.00 ,0.80 ,2.10 ,7.10 ,9.00 
